timestamp,Codigo,Nome,Grupo_Sinal,N_Total,N_Treino,N_Holdout,N_Lags,Modelo,Parametros,RMSE,MAE,MAPE,Selecionado,Ruido_Branco,LB_Pvalor,Lags_Sig_PACF,Metodo_Lags
20260525_121025,553004063,Convênio PNATE - PROGRAMA DE APOIO AO TRANSPORTE E - RESOLUÇÃO/CD/FNDE NO. 12/2011,apenas_positivos,22,18,4,5,SVR,"{'C': 0.1, 'epsilon': 0.01, 'kernel': 'rbf'}",86318.90346158389,69275.90508563662,96.265376363906,True,False,0.0352036932355024,[],fallback_heuristico
20260525_121025,553004063,Convênio PNATE - PROGRAMA DE APOIO AO TRANSPORTE E - RESOLUÇÃO/CD/FNDE NO. 12/2011,apenas_positivos,22,18,4,5,MLP,"{'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'learning_rate_init': 0.001}",117197.04342340212,100377.65604311628,101.90765131170802,False,False,0.0352036932355024,[],fallback_heuristico
20260525_121025,569004064,Convênio PAR TERMO DE COMPROMISSO OBRAS II - BRASI - 10281/2013,apenas_positivos,12,9,3,0,,,,,,False,True,0.7192178923579441,[],nenhum
20260525_121025,569004491,"Convênio PROGRAMA NACIONAL DE FOMENTO ÀS ESCOLAS D - RESOLUÇÃO Nº 7, DE 03/11/2016",apenas_positivos,28,23,5,1,ARIMA,"(1,0,0)",1023056.8905658288,898122.4446076294,63.72748021308794,False,False,0.0069653647606399,[1],pacf
20260525_121025,569004491,"Convênio PROGRAMA NACIONAL DE FOMENTO ÀS ESCOLAS D - RESOLUÇÃO Nº 7, DE 03/11/2016",apenas_positivos,28,23,5,1,LR,Ridge(alpha=1.0),1076317.83017054,951899.264425825,67.81080934864868,False,False,0.0069653647606399,[1],pacf
20260525_121025,569004491,"Convênio PROGRAMA NACIONAL DE FOMENTO ÀS ESCOLAS D - RESOLUÇÃO Nº 7, DE 03/11/2016",apenas_positivos,28,23,5,1,SVR,"{'C': 10, 'epsilon': 0.01, 'kernel': 'linear'}",1145861.8904562255,1030512.1455107656,74.31707782994768,False,False,0.0069653647606399,[1],pacf
20260525_121025,569004491,"Convênio PROGRAMA NACIONAL DE FOMENTO ÀS ESCOLAS D - RESOLUÇÃO Nº 7, DE 03/11/2016",apenas_positivos,28,23,5,1,MLP,"{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.001}",925803.011105226,744705.0547594912,49.35781689230826,True,False,0.0069653647606399,[1],pacf
20260525_121025,569004604,Convênio PROJOVEM URBANO - EDIÇÃO ESPECIAL - RESOLUÇÃO/CD/FNDE Nº 11/2017,apenas_positivos,21,17,4,0,,,,,,False,True,0.0514684760538399,[2],nenhum
20260525_121025,569005117,Convênio PROGRAMA EMERGENCIAL DE EDUCAÇÃO CONECTAD - 00025320220001-006905,apenas_positivos,19,16,3,4,ARIMA,"(1,2,1)",6130118.611210884,5909530.640773305,165.50215741707186,False,False,0.0325572224283996,[],fallback_heuristico
20260525_121025,569005117,Convênio PROGRAMA EMERGENCIAL DE EDUCAÇÃO CONECTAD - 00025320220001-006905,apenas_positivos,19,16,3,4,LR,Ridge(alpha=1.0),60235154.05824735,49319877.03026218,1187.466314334901,False,False,0.0325572224283996,[],fallback_heuristico
20260525_121025,569005117,Convênio PROGRAMA EMERGENCIAL DE EDUCAÇÃO CONECTAD - 00025320220001-006905,apenas_positivos,19,16,3,4,SVR,"{'C': 0.1, 'epsilon': 1, 'kernel': 'linear'}",5302861.35174023,4509663.631357599,104.58761240878675,True,False,0.0325572224283996,[],fallback_heuristico
20260525_121025,569005117,Convênio PROGRAMA EMERGENCIAL DE EDUCAÇÃO CONECTAD - 00025320220001-006905,apenas_positivos,19,16,3,4,MLP,"{'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'learning_rate_init': 0.001}",13164055.909599468,10744074.472525528,318.68977743267385,False,False,0.0325572224283996,[],fallback_heuristico
20260525_121025,570004562,Convênio APOIO À IMPLANTAÇÃO DE CURSOS NO ÂMBITO D - 038113/2016,apenas_positivos,24,20,4,0,,,,,,False,True,0.6121536948180044,[],nenhum
20260525_121025,570004707,Convênio CURSO DE GRADUAÇÃO EM LICENCIATURA EM GEO - 056687/2017,apenas_positivos,22,18,4,0,,,,,,False,True,0.2129496922797717,[],nenhum
20260525_121025,570005007,Convênio TITULAÇÃO COM O GRAU EM MESTRE EM ENSINO  - 019362/2020,apenas_positivos,24,20,4,0,,,,,,False,True,0.2411197436018018,[],nenhum
20260525_121025,570005035,Convênio FORMAÇÃO DE LICENCIADOS EM CIÊNCIAS BIOLÓ - 020178/2021,positivos_e_negativos,26,21,5,0,,,,,,False,True,0.6608985248303368,[],nenhum
20260525_121025,570005306,"Convênio FORMAÇÃO DE LICENCIADOS, BACHARÉIS, TECNÓ - 025676/2022",apenas_positivos,11,8,3,0,,,,,,False,True,0.867275022060935,[],nenhum
20260525_121025,600000000,Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,apenas_positivos,30,24,6,0,,,,,,False,True,0.9006777200097342,[],nenhum
20260525_121025,600004296,Convênio PROFAPS - PORTARIAS Nº 3189,apenas_positivos,22,18,4,0,,,,,,False,True,0.737861037328124,[],nenhum
20260525_121025,600004310,Convênio SES/PE PNA-CNCDO (CENTRAL DE TRANSPLANTE) - PORTARIA MS Nº 207/14,apenas_positivos,13,10,3,0,,,,,,False,True,0.3987462222618111,[],nenhum
20260525_121025,600004374,Convênio CENTRAIS DE REGULAÇÃO - SUS - PORTARIA Nº 1.792/2012,apenas_positivos,13,10,3,0,,,,,,False,True,0.2223386439849155,[],nenhum
20260525_121025,600004605,Convênio PFVPS - PORTARIA N 3.992/2017,apenas_positivos,30,24,6,0,,,,,,False,True,0.5721103223529451,[],nenhum
20260525_121025,600004625,Convênio ATENÇÃO BÁSICA - SISPEN - PORTARIA 2.571/2014,apenas_positivos,29,24,5,0,,,,,,False,True,0.0731827833991043,[],nenhum
20260525_121025,600004627,Convênio PROGRAMA FINLACEN -,apenas_positivos,27,22,5,0,,,,,,False,True,0.0739993902624276,[],nenhum
20260525_121025,600004628,Convênio 00.530.493/0001-71 - PORTARIA Nº 1.792/2012,apenas_positivos,28,23,5,1,ARIMA,"(0,1,2)",9962.957699278928,9615.474503091817,53.09751513105751,False,False,0.0173202570029319,[1],pacf
20260525_121025,600004628,Convênio 00.530.493/0001-71 - PORTARIA Nº 1.792/2012,apenas_positivos,28,23,5,1,LR,Ridge(alpha=1.0),55048.24796473124,54114.14710540007,298.3802605119815,False,False,0.0173202570029319,[1],pacf
20260525_121025,600004628,Convênio 00.530.493/0001-71 - PORTARIA Nº 1.792/2012,apenas_positivos,28,23,5,1,SVR,"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}",1764.3893470536718,1651.9335496755768,9.169952289085264,True,False,0.0173202570029319,[1],pacf
20260525_121025,600004628,Convênio 00.530.493/0001-71 - PORTARIA Nº 1.792/2012,apenas_positivos,28,23,5,1,MLP,"{'hidden_layer_sizes': (100, 50), 'alpha': 0.001, 'learning_rate_init': 0.01}",24856.79444668815,24442.014629535337,134.7994570377628,False,False,0.0173202570029319,[1],pacf
20260525_121025,600004672,Convênio PROGRAMA COMBATE AS CARÊNCIAS NUTRICIONAI - PORTARIA 1.357/2006,apenas_positivos,13,10,3,0,,,,,,False,True,0.6492022796556836,[],nenhum
20260525_121025,600005293,Convênio AÇÕES DE MULTIVACINAÇÃO - PORTARIA GM/MS Nº 844/23,positivos_e_negativos,14,11,3,0,,,,,,False,True,0.6028513802399269,[],nenhum
20260525_121025,600005314,Convênio CUSTEIO DA MÉDIA E ALTA COMPLEXIDADE (MAC - PORTARIA Nº 811 DE 03/07/2023,apenas_positivos,10,7,3,0,,,,,,False,True,0.2272558927728213,[],nenhum
20260525_121025,600530001,Fundo de Ações Estratégicas e Compensação (FAEC),apenas_positivos,29,24,5,0,,,,,,False,True,0.484487364362161,[],nenhum
20260525_121025,605000000,Assistência financeira da União destinada à complementação ao pagamento dos pisos salariais para profissionais da enfermagem,apenas_positivos,21,17,4,5,ARIMA,"(2,0,0)",17969184.17551626,14157273.50146118,44.35726560348316,False,False,0.0332072259338706,[],fallback_heuristico
20260525_121025,605000000,Assistência financeira da União destinada à complementação ao pagamento dos pisos salariais para profissionais da enfermagem,apenas_positivos,21,17,4,5,LR,Ridge(alpha=1.0),9805849.562066969,8210397.968781691,25.19863395696381,False,False,0.0332072259338706,[],fallback_heuristico
20260525_121025,605000000,Assistência financeira da União destinada à complementação ao pagamento dos pisos salariais para profissionais da enfermagem,apenas_positivos,21,17,4,5,SVR,"{'C': 0.1, 'epsilon': 0.1, 'kernel': 'rbf'}",6428986.190527687,5745034.404914752,16.27831480018922,True,False,0.0332072259338706,[],fallback_heuristico
20260525_121025,605000000,Assistência financeira da União destinada à complementação ao pagamento dos pisos salariais para profissionais da enfermagem,apenas_positivos,21,17,4,5,MLP,"{'hidden_layer_sizes': (50,), 'alpha': 0.0001, 'learning_rate_init': 0.001}",16817605.385055687,11818089.658159375,34.384546053278655,False,False,0.0332072259338706,[],fallback_heuristico
20260525_121025,660002527,Convênio BLOCO DE FINANCIAMENTO  DA PROTEÇÃO SOCIA - BLOCO DE FINANCIAMENTO - PSEMC,apenas_positivos,23,19,4,4,ARIMA,"(2,1,3)",313159.49845066696,269404.6047388298,5185985.746696063,False,False,0.0058887504988471,"[1, 4]",pacf
20260525_121025,660002527,Convênio BLOCO DE FINANCIAMENTO  DA PROTEÇÃO SOCIA - BLOCO DE FINANCIAMENTO - PSEMC,apenas_positivos,23,19,4,4,LR,Ridge(alpha=1.0),278422.47271192406,257591.68598898643,4851522.12957296,True,False,0.0058887504988471,"[1, 4]",pacf
20260525_121025,660002527,Convênio BLOCO DE FINANCIAMENTO  DA PROTEÇÃO SOCIA - BLOCO DE FINANCIAMENTO - PSEMC,apenas_positivos,23,19,4,4,SVR,"{'C': 0.1, 'epsilon': 1, 'kernel': 'linear'}",316899.97548991314,283309.02962840535,5026083.7931865845,False,False,0.0058887504988471,"[1, 4]",pacf
20260525_121025,660002527,Convênio BLOCO DE FINANCIAMENTO  DA PROTEÇÃO SOCIA - BLOCO DE FINANCIAMENTO - PSEMC,apenas_positivos,23,19,4,4,MLP,"{'hidden_layer_sizes': (50, 50), 'alpha': 0.001, 'learning_rate_init': 0.001}",341466.4893403658,277691.73712359933,3557742.531454303,False,False,0.0058887504988471,"[1, 4]",pacf
20260525_121025,660003439,Convênio GEPE/FEAS/IGD-SUAS - BLOCO DE FINANCIAMEN -,apenas_positivos,26,21,5,0,,,,,,False,True,0.2267114825061715,[],nenhum
20260525_121025,660003577,"Convênio CONVÊNIO GEPE/FEAS/IGD-PBF - PROGRAMA BOL - PORTARIA Nº 256, DE 19/03/2010",apenas_positivos,25,20,5,0,,,,,,False,True,0.4401169654132055,[],nenhum
20260525_121025,660004519,Convênio PROGRAMA PRIMEIRA INFÂNCIA DO SUAS - PROG -,positivos_e_negativos,10,7,3,0,,,,,,False,True,0.2347178695758914,[],nenhum
20260525_121025,700004130,Convênio PROGRAMA ÁGUA DOCE - SICONV 786883/2013 - CV MMA/SRHU 07801/2013,apenas_positivos,25,20,5,0,,,,,,False,True,0.5104789053047512,[],nenhum
20260525_121025,700004280,Convênio PARQUES TECNOLOGICOS EM IMPLANTAÇÃO - PAR - 0114021100,apenas_positivos,17,14,3,0,,,,,,False,True,0.8404332301840449,[],nenhum
20260525_121025,700004323,Convênio ANA/PROGESTÃO - CONTRATO 064/2014.,apenas_positivos,28,23,5,0,,,,,,False,True,0.3373399793258139,[],nenhum
20260525_121025,700004378,Convênio PROJETO DE INTEGRAÇÃO DO SÃO FRANCISCO-PI - TC Nº 0073/2015-MI,apenas_positivos,19,16,3,0,,,,,,False,True,0.5359023897640616,[],nenhum
20260525_121025,700004588,Convênio ADESÃO AO GOV. DO ESTADO DE PE AO PROG. Q -,positivos_e_negativos,30,24,6,0,,,,,,False,True,0.3053475882153479,[],nenhum
20260525_121025,700004622,Convênio ANA/PROCOMITÊS - APAC - CONTRATO 064/2017,apenas_positivos,19,16,3,0,,,,,,False,True,0.1090701496979525,[],nenhum
20260525_121025,700004844,Convênio CONCLUSÃO DAS OBRAS DA BARRAGEM DE PANELA -,apenas_positivos,11,8,3,0,,,,,,False,True,0.468859946769511,[],nenhum
20260525_121025,700005077,Convênio PROGRAMA  ALIMENTA  BRASIL - 919462/2021 MC-SEISP,apenas_positivos,14,11,3,0,,,,,,False,True,0.7114022188777942,[],nenhum
20260525_121025,700005080,Convênio SUASA -,positivos_e_negativos,21,17,4,0,,,,,,False,True,0.706682026748455,[],nenhum
20260525_121025,700005391,Convênio IMPLEMENTAÇÃO DE CENTRAL DE ATENDIMENTO A -,apenas_positivos,15,12,3,1,ARIMA,"(0,0,1)",7199.794542566664,5021.129422600294,12.753750258731674,True,False,0.0221947802880132,[1],pacf
20260525_121025,706220000,Transferência  Especial  da União - 2022,apenas_positivos,17,14,3,0,,,,,,False,True,0.6211471974774498,[],nenhum
20260525_121025,709000000,Transferência da União referente à Compensação Financeira de Recursos Hídricos,apenas_positivos,30,24,6,0,,,,,,False,True,0.2024344999547813,[],nenhum
20260525_121025,711080000,Demais Transferências Obrigatórias não Decorrentes de Repartições de Receitas - LEI FEDERAL Nº 9.615/1998 (LEI PELÉ),apenas_positivos,24,20,4,1,ARIMA,"(2,2,0)",4617727.00126077,4477778.421298597,1944.6636096809889,False,False,0.0069866879023265,[1],pacf
20260525_121025,711080000,Demais Transferências Obrigatórias não Decorrentes de Repartições de Receitas - LEI FEDERAL Nº 9.615/1998 (LEI PELÉ),apenas_positivos,24,20,4,1,LR,Ridge(alpha=1.0),1412748.6020674494,1301728.6101374272,570.5096811909104,False,False,0.0069866879023265,[1],pacf
20260525_121025,711080000,Demais Transferências Obrigatórias não Decorrentes de Repartições de Receitas - LEI FEDERAL Nº 9.615/1998 (LEI PELÉ),apenas_positivos,24,20,4,1,SVR,"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}",865506.8815522534,683237.4922733881,285.6738340874601,True,False,0.0069866879023265,[1],pacf
20260525_121025,711080000,Demais Transferências Obrigatórias não Decorrentes de Repartições de Receitas - LEI FEDERAL Nº 9.615/1998 (LEI PELÉ),apenas_positivos,24,20,4,1,MLP,"{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.001}",1670057.771427516,1612963.841544051,711.6295727285454,False,False,0.0069866879023265,[1],pacf
20260525_121025,712500000,Transferências Fundo a Fundo de Recursos do Fundo Penitenciário - FUNPEN,apenas_positivos,17,14,3,0,,,,,,False,True,0.353733340742596,[],nenhum
20260525_121025,713000000,Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP,apenas_positivos,27,22,5,0,,,,,,False,True,0.2172701487973731,[],nenhum
20260525_121025,714005004,Convênio FUNDO A FUNDO - FET/PE - 021 2019,apenas_positivos,26,21,5,0,,,,,,False,True,0.4292711041352622,[],nenhum
20260525_121025,720000000,Transferências da União Referentes às participações na exploração de Petróleo e Gás Natural destinadas ao FEP - Lei 9.478/1997,apenas_positivos,17,14,3,0,,,,,,False,True,0.4902979535406314,[],nenhum
20260525_121025,752000000,Recursos Vinculados ao Trânsito,positivos_e_negativos,30,24,6,0,,,,,,False,True,0.6170609037362236,[],nenhum
20260525_121025,753000000,Recursos Provenientes de Taxas e Contribuições e Preços Públicos,apenas_positivos,30,24,6,1,ARIMA,"(0,1,0)",33327703.921714272,28216376.665000003,30.55050039155427,False,False,0.0228574752577097,[1],pacf
20260525_121025,753000000,Recursos Provenientes de Taxas e Contribuições e Preços Públicos,apenas_positivos,30,24,6,1,LR,Ridge(alpha=1.0),33090518.391450804,28080057.831203014,30.500840946333067,False,False,0.0228574752577097,[1],pacf
20260525_121025,753000000,Recursos Provenientes de Taxas e Contribuições e Preços Públicos,apenas_positivos,30,24,6,1,SVR,"{'C': 10, 'epsilon': 1, 'kernel': 'linear'}",38771671.7753953,30996785.802221984,31.380174077070823,False,False,0.0228574752577097,[1],pacf
20260525_121025,753000000,Recursos Provenientes de Taxas e Contribuições e Preços Públicos,apenas_positivos,30,24,6,1,MLP,"{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.001}",32532292.29342711,27820740.479871657,30.51353545242493,True,False,0.0228574752577097,[1],pacf
20260525_121025,753220201,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos - ADAGRO",apenas_positivos,30,24,6,0,,,,,,False,True,0.2487831030882579,[],nenhum
20260525_121025,753390301,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos - I.M.L. I.T.B I.C.",apenas_positivos,28,23,5,0,,,,,,False,True,0.4868141360549588,[],nenhum
20260525_121025,753390601,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos - BOMBEIROS",apenas_positivos,29,24,5,1,ARIMA,"(1,0,0)",8419676.383502303,7953576.804326159,31.829194083986454,False,False,0.0016618242769174,[1],pacf
20260525_121025,753390601,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos - BOMBEIROS",apenas_positivos,29,24,5,1,LR,Ridge(alpha=1.0),7325147.304831544,6866047.2777124,27.399101854856667,False,False,0.0016618242769174,[1],pacf
20260525_121025,753390601,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos - BOMBEIROS",apenas_positivos,29,24,5,1,SVR,"{'C': 1, 'epsilon': 0.1, 'kernel': 'rbf'}",3013177.4877020014,2650319.2626038766,10.668339103635542,False,False,0.0016618242769174,[1],pacf
20260525_121025,753390601,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos - BOMBEIROS",apenas_positivos,29,24,5,1,MLP,"{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.001}",2338926.362359158,2007575.7185008072,7.903664889475633,True,False,0.0016618242769174,[1],pacf
20260525_121025,753390701,"Recursos Provenientes de Taxas, Contribuições e Preços Públicos - CASIS",apenas_positivos,26,21,5,0,,,,,,False,True,0.6826182089615707,[],nenhum
20260525_121025,754004757,Contrato BID 4554 - PROFISCO II,apenas_positivos,28,23,5,0,,,,,,False,True,0.1536481759107096,[],nenhum
20260525_121025,754005200,Projeto de Investimentos Multissetoriais,apenas_positivos,22,18,4,0,,,,,,False,True,0.2145171336373524,[],nenhum
20260525_121025,754005226,Projeto de Melhoria das Estruturas do MPPE,apenas_positivos,25,20,5,0,,,,,,False,True,0.5415253531028277,[],nenhum
20260525_121025,754005271,BB 900 - PROJETO DE INFRAESTRUTURA RODOVIÁRIA III,apenas_positivos,22,18,4,0,,,,,,False,True,0.1589245296286752,[],nenhum
20260525_121025,754005321,BB 197 - PROJETO DE INVESTI. EM INFRAESTRUTURA E GESTÃO PÚBLICA,apenas_positivos,10,7,3,0,,,,,,False,True,0.3034590663042156,[],nenhum
20260525_121025,754005325,CEF 650 - PROJETO DE INVESTI. EM INFRAESTRUTURA E GESTÃO PÚBLICA,apenas_positivos,17,14,3,0,,,,,,False,True,0.6183575859577228,[],nenhum
20260525_121025,755000000,Recursos de Alienação de Bens/Ativos - Administração Direta,apenas_positivos,18,15,3,0,,,,,,False,True,0.321766397676396,[],nenhum
20260525_121025,756000000,Recursos de Alienação de Bens/Ativos - Administração Indireta,apenas_positivos,16,13,3,0,,,,,,False,True,0.2895920400723296,[],nenhum
20260525_121025,759120201,Recursos vinculados a fundos - FUNDO DE REGULARIZAÇÃO FUNDIÁRIA,apenas_positivos,25,20,5,0,,,,,,False,True,0.3858378927277167,[],nenhum
20260525_121025,759130401,Recursos vinculados a fundos - FEDC-PE,apenas_positivos,30,24,6,1,ARIMA,"(1,2,1)",153914.01373117263,146615.80315547806,94.02819759447084,False,False,0.0064846621814377,[1],pacf
20260525_121025,759130401,Recursos vinculados a fundos - FEDC-PE,apenas_positivos,30,24,6,1,LR,Ridge(alpha=1.0),61262.68433136949,49707.35913158781,38.11647721226474,True,False,0.0064846621814377,[1],pacf
20260525_121025,759130401,Recursos vinculados a fundos - FEDC-PE,apenas_positivos,30,24,6,1,SVR,"{'C': 1, 'epsilon': 0.01, 'kernel': 'linear'}",61711.490060566844,43472.83497287012,38.29182420864412,False,False,0.0064846621814377,[1],pacf
20260525_121025,759130401,Recursos vinculados a fundos - FEDC-PE,apenas_positivos,30,24,6,1,MLP,"{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.001}",62330.38110786067,50140.98944695971,39.12156422364597,False,False,0.0064846621814377,[1],pacf
20260525_121025,759190000,Recursos vinculados a fundos - FRSMA,apenas_positivos,23,19,4,0,,,,,,False,True,0.7918196270056859,[],nenhum
20260525_121025,759240000,Recursos vinculados a fundos - FERM,apenas_positivos,30,24,6,0,,,,,,False,True,0.0882421696365742,[],nenhum
20260525_121025,759370101,Recursos vinculados a fundos - FUNDO DE SUCUMBENCIA,apenas_positivos,17,14,3,0,,,,,,False,True,0.8055670608987908,[],nenhum
20260525_121025,759460000,Recursos vinculados a fundos - FURPE,apenas_positivos,25,20,5,0,,,,,,False,True,0.2820244532556269,[],nenhum
