timestamp,Codigo,Nome,Grupo_Sinal,Shift_Value,Melhor_Modelo,Params_ARIMA,Params_LR,Params_SVR,Params_MLP
20260527_095838,600004310,CONVÊNIO SES/PE PNA-CNCDO (CENTRAL DE TRANSPLANTE) - PORTARIA MS Nº 207/14,apenas_positivos,0.0,SVR,"(2,0,3)",Ridge(alpha=1.0),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,600004435,CONVÊNIO PROGRAMA FINLACEN -,apenas_positivos,0.0,ARIMA,"(0,1,1)",Ridge(alpha=0.01),"{'C': 10, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,600004439,CONVÊNIO PRÓ-RESIDÊNCIA MÉDICA - PORTARIA Nº 961/2015,apenas_positivos,0.0,MLP,"(0,1,1)",Ridge(alpha=10.0),"{'C': 1, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.001, 'learning_rate_init': 0.01}"
20260527_095838,600004441,CONVÊNIO FN-SUS/MICROCEFALIA/LACEN-PE - PORT. INTERM. Nº 405/2016,apenas_positivos,0.0,ARIMA,"(3,2,3)",Ridge(alpha=10.0),"{'C': 1, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.0001, 'learning_rate_init': 0.01}"
20260527_095838,600004626,CONVÊNIO FNS  A I D S ( VIGILÂNCIA EM SAÚDE ) - PORTARIA Nº 3.276/2013,apenas_positivos,0.0,ARIMA,"(1,1,3)",Ridge(alpha=10.0),"{'C': 10, 'epsilon': 0.1, 'kernel': 'rbf'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,600004629,CONVÊNIO SES/PE PNA-CNCDO (CENTRAL DE TRANSPLANTE) - PORTARIA MS Nº 207/14,apenas_positivos,0.0,LR,"(1,0,0)",Ridge(alpha=0.01),"{'C': 10, 'epsilon': 0.01, 'kernel': 'rbf'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,600005130,CONVÊNIO CUSTEIO DA MÉDIA E ALTA COMPLEXIDADE (MAC - PORTARIA 749 DE 06/04/2022,apenas_positivos,0.0,ARIMA,"(0,1,2)",Ridge(alpha=0.01),"{'C': 10, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,600005160,CONVÊNIO CUSTEIO DA MÉDIA E ALTA COMPLEXIDADE (MAC - PORTARIA 748 DE 06/04/2022,apenas_positivos,0.0,ARIMA,"(0,1,1)",Ridge(alpha=100.0),"{'C': 100, 'epsilon': 0.1, 'kernel': 'rbf'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,600530001,FUNDO DE AÇÕES ESTRATÉGICAS E COMPENSAÇÃO (FAEC),apenas_positivos,0.0,ARIMA,"(2,2,3)",Ridge(alpha=10.0),"{'C': 1, 'epsilon': 1, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,601000000,TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE ESTRUTURAÇÃO DA REDE DE SERVIÇOS PÚBLICOS DE SAÚDE,positivos_e_negativos,0.0,LR,"(3,0,2)",Ridge(alpha=100.0),"{'C': 1, 'epsilon': 1, 'kernel': 'rbf'}","{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,601003950,CONVÊNIO COMPRA DE EQUIP. PARA O HOSPITAL FERNANDE - PORTARIA Nº 3.293/2011,apenas_positivos,0.0,SVR,"(0,1,1)",Ridge(alpha=1.0),"{'C': 0.1, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.001, 'learning_rate_init': 0.001}"
20260527_095838,601003980,CONVÊNIO CONSTRUÇÃO DO LACEN - PORTARIA Nº 2.754/2012,apenas_positivos,0.0,MLP,"(0,1,1)",Ridge(alpha=10.0),"{'C': 0.1, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,601004021,CONVÊNIO BLOCO DE INVESTIMENTO - HOSPAM - PORTARIA Nº 2.497/2012,apenas_positivos,0.0,MLP,"(3,0,2)",Ridge(alpha=10.0),"{'C': 0.1, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,601004022,CONVÊNIO BLOCO DE INVESTIMENTO - AFOGADOS DA INGAZ - PORTARIA Nº 2.497/2012,apenas_positivos,0.0,SVR,"(2,0,3)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.1, 'kernel': 'rbf'}","{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,601004193,CONVÊNIO AQUISIÇÃO DE EQUIPAMENTOS - PAULISTA/PE -,apenas_positivos,0.0,SVR,"(0,1,1)",Ridge(alpha=100.0),"{'C': 1, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.0001, 'learning_rate_init': 0.01}"
20260527_095838,601004309,CONVÊNIO HBC - EQUIPAMENTO AMBIÊNCIA DOS SERVIÇOS  - PORTARIA Nº 2.151/2014,apenas_positivos,0.0,ARIMA,"(3,1,2)",Ridge(alpha=10.0),"{'C': 1, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,602000000,TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE – RECURSOS DESTINADOS AO ENFRENTAMENTO DA COVID-19 NO BOJO DA AÇÃO 21C0.,positivos_e_negativos,0.0,ARIMA,"(3,1,0)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.1, 'kernel': 'rbf'}","{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,631002150,CONVÊNIO FORTALECIMENTO DO LACEN - 3686/04,apenas_positivos,0.0,LR,"(1,0,0)",Ridge(alpha=100.0),"{'C': 0.1, 'epsilon': 1, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,631003992,CONVÊNIO REFORMA DA ESTRUTURA FÍSICA DO SETOR DE H - 778768/12,apenas_positivos,0.0,MLP,"(1,0,1)",Ridge(alpha=0.01),"{'C': 0.1, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,631003993,CONVÊNIO REFORMA DAS SALAS DE CIRURGIA DE ALTA FRE - 780883/12,apenas_positivos,0.0,SVR,"(0,1,1)",Ridge(alpha=100.0),"{'C': 1, 'epsilon': 1, 'kernel': 'rbf'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,631003994,CONVÊNIO REFORMA DA EMERGÊNCIA CARDIOLÓGICA DO HOS - 780949/12,apenas_positivos,0.0,SVR,"(2,0,1)",Ridge(alpha=1.0),"{'C': 10, 'epsilon': 1, 'kernel': 'rbf'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,631004005,CONVÊNIO HGA - CONSTRUÇÃO CENTRO DE REFERÊNCIA EM  - 758070,apenas_positivos,0.0,ARIMA,"(2,1,0)",Ridge(alpha=10.0),"{'C': 1, 'epsilon': 0.1, 'kernel': 'rbf'}","{'hidden_layer_sizes': (50,), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,631004542,CONVÊNIO 836305/2016-AQUISIÇÃO DE EQUIP E MAT PERM - 836305/2016,apenas_positivos,0.0,ARIMA,"(1,0,0)",Ridge(alpha=0.01),"{'C': 0.1, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.001, 'learning_rate_init': 0.001}"
20260527_095838,660003929,CONVÊNIO CAPACITA SUAS 2012 - BLOCO DE FINANCIAMEN -,apenas_positivos,0.0,LR,"(0,1,1)",Ridge(alpha=100.0),"{'C': 0.1, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.001, 'learning_rate_init': 0.001}"
20260527_095838,660004127,CONVÊNIO CONTRATO Nº 0328822-77/2010/MDS/CAIXA/SED - CONTRATO Nº 0328822-77/2010,positivos_e_negativos,0.0,SVR,"(2,1,3)",Ridge(alpha=100.0),"{'C': 100, 'epsilon': 0.1, 'kernel': 'rbf'}","{'hidden_layer_sizes': (100,), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,660004249,CONVÊNIO PROGRAMA DE ERRADICAÇÃO DO TRABALHO INFAN -,positivos_e_negativos,0.0,SVR,"(1,0,1)",Ridge(alpha=100.0),"{'C': 0.1, 'epsilon': 0.01, 'kernel': 'rbf'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,660004647,CONVÊNIO SIGTV-PCF4 -SISTEMA DE GESTÃO DE TRANSFER -,positivos_e_negativos,0.0,SVR,"(2,1,3)",Ridge(alpha=100.0),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.001, 'learning_rate_init': 0.01}"
20260527_095838,660004678,CONVÊNIO ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE PROTE -,apenas_positivos,0.0,ARIMA,"(1,2,3)",Ridge(alpha=100.0),"{'C': 1, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,665004515,CONVÊNIO CONVÊNIO DE COOPERAÇÃO TÉCNICA E FINANCEI -,apenas_positivos,0.0,MLP,"(0,1,3)",Ridge(alpha=10.0),"{'C': 0.1, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.001, 'learning_rate_init': 0.01}"
20260527_095838,700001519,CONVÊNIO DANCING DAYS - C.R.218.771-36/2007,apenas_positivos,0.0,ARIMA,"(1,0,1)",Ridge(alpha=0.01),"{'C': 10, 'epsilon': 0.01, 'kernel': 'rbf'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,700001870,CONVÊNIO PINTANDO A LIBERDADE III - MET 048/2002,apenas_positivos,0.0,ARIMA,"(0,1,3)",Ridge(alpha=10.0),"{'C': 100, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,700002114,CONVÊNIO FACEPE/FINEP/PAPPE - 3004025900,apenas_positivos,0.0,MLP,"(0,1,1)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,700003013,CONVÊNIO IPA / MDA MATAS SÃO FRANCISCO - MDA Nº 035/2007,apenas_positivos,0.0,MLP,"(0,1,2)",Ridge(alpha=10.0),"{'C': 1, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.001, 'learning_rate_init': 0.001}"
20260527_095838,700003024,CONVÊNIO FINEP - SUBVENÇÂO - 0107071700/2007-FINEP-SUBV.,apenas_positivos,0.0,MLP,"(0,1,1)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,700003065,"CONVÊNIO VILA DO GARRANCHO, NO MUNICIPIO DE SALGUE - CR 0233.404-90/07 MIN. CIDADES",positivos_e_negativos,0.0,SVR,"(0,2,2)",Ridge(alpha=1.0),"{'C': 1, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (100, 50), 'alpha': 0.001, 'learning_rate_init': 0.01}"
20260527_095838,700003113,CONVÊNIO IPA/MCT/ITAPIREMA - 01.0116.00/2007,apenas_positivos,0.0,MLP,"(0,1,1)",Ridge(alpha=10.0),"{'C': 1, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,700003266,CONVÊNIO INCLUSÃO DIGITAL DA POPULAÇÃO CARCERÁRIA  - MJ Nº 032/2007,apenas_positivos,0.0,MLP,"(2,1,0)",Ridge(alpha=10.0),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'learning_rate_init': 0.01}"
20260527_095838,700003268,CONVÊNIO CAPACITAÇÃO PROFISSIONAL EM ELETRICIDADE  - MJ Nº 048/2007,apenas_positivos,0.0,MLP,"(2,1,0)",Ridge(alpha=10.0),"{'C': 1, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'learning_rate_init': 0.01}"
20260527_095838,700003270,CONVÊNIO CAPACITAÇÃO PROFISSIONAL EM CORTE E COSTU - MJ Nº 055/2007,apenas_positivos,0.0,MLP,"(2,1,0)",Ridge(alpha=100.0),"{'C': 0.1, 'epsilon': 0.1, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,700003281,CONVÊNIO CNPQ/FACEPE-PRONEX 2008 - PROG.APOIO A NÚCL EXCELÊCIAS,apenas_positivos,0.0,MLP,"(0,1,1)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,700003348,CONVÊNIO TERMO DE COMPROMISSO Nº001/2008 - 001/2008,apenas_positivos,0.0,ARIMA,"(1,1,3)",Ridge(alpha=0.01),"{'C': 1, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,700003591,CONVÊNIO CT N° 0264.754-88-2008 QUADRA POLIESPORTI - CT N° 0264.754-88/2008,apenas_positivos,0.0,ARIMA,"(2,1,1)",Ridge(alpha=100.0),"{'C': 0.1, 'epsilon': 0.01, 'kernel': 'rbf'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,700003639,CONVÊNIO CONVENIO FACEPE/CNPQ - PPP 2010 - REGISTRO SICONV 739517/2010,apenas_positivos,0.0,ARIMA,"(0,1,1)",Ridge(alpha=1.0),"{'C': 10, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (100,), 'alpha': 0.001, 'learning_rate_init': 0.01}"
20260527_095838,700003640,CONVÊNIO CONVENIO FACEPE/CNPQ - PRONEM 2010 - 610031/2010,apenas_positivos,0.0,SVR,"(0,1,1)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'learning_rate_init': 0.01}"
20260527_095838,700003641,CONVÊNIO CONVENIO FACEPE/CNPQ - PRONEX 2010 - REGISTRO SICONV 737440/2010,apenas_positivos,0.0,MLP,"(0,1,1)",Ridge(alpha=0.01),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.01, 'learning_rate_init': 0.01}"
20260527_095838,700003647,CONVÊNIO MULHERES DE TEJUCUPAPO - TC.0301.544-37/2009/MC/CAIXA,apenas_positivos,0.0,ARIMA,"(0,1,3)",Ridge(alpha=100.0),"{'C': 1, 'epsilon': 0.1, 'kernel': 'rbf'}","{'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'learning_rate_init': 0.001}"
20260527_095838,700003867,CONVÊNIO IMPLANTAÇÃO CENTRO REFERÊNCIA EM DIREITOS - 760720/2011-SICONV/SDH/PR,positivos_e_negativos,0.0,MLP,"(3,2,0)",Ridge(alpha=10.0),"{'C': 1, 'epsilon': 1, 'kernel': 'rbf'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.01, 'learning_rate_init': 0.001}"
20260527_095838,700003935,CONVÊNIO REFORMA DO PONTO DE CULTURA SITIO DA TRIN -,apenas_positivos,0.0,ARIMA,"(1,1,3)",Ridge(alpha=1.0),"{'C': 1, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50,), 'alpha': 0.001, 'learning_rate_init': 0.001}"
20260527_095838,700004189,CONVÊNIO CONSTRUÇÃO DA CADEIA PÚBLICA DE ARAÇOIABA - 778008/2012,positivos_e_negativos,0.0,SVR,"(2,0,0)",Ridge(alpha=100.0),"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}","{'hidden_layer_sizes': (50, 50), 'alpha': 0.01, 'learning_rate_init': 0.001}"
