Codigo,Nome,Grupo_Sinal,Cluster_ID,Membros_Total,Membros_Modelaveis,N_Lags_x,LB_Pvalor,Pooled_Ridge_RMSE,Pooled_Ridge_MAE,Pooled_Ridge_MAPE,Pooled_Ridge_Params,Pooled_SVR_RMSE,Pooled_SVR_MAE,Pooled_SVR_MAPE,Pooled_SVR_Params,Pooled_MLP_RMSE,Pooled_MLP_MAE,Pooled_MLP_MAPE,Pooled_MLP_Params,LGBM_Cluster_RMSE,LGBM_Cluster_MAE,LGBM_Cluster_MAPE,LGBM_Cluster_Params,Ind_Melhor_Modelo,Ind_RMSE,Ind_MAE,Ind_MAPE,N_Treino,N_Holdout,N_Lags_y,Pooled_Melhor_Modelo,Pooled_Melhor_RMSE,Delta_RMSE_pct
759480101,RECURSOS VINCULADOS A FUNDOS - FUNCULTURA - PROJETOS DE PRODUTORES CULTURAIS,apenas_positivos,0,243,18,1,0.0011,2646795.38,2477690.28,1653.3259,alpha=10.0,2178924.28,1890149.57,1111.5799,C=1  eps=0.1  kernel=rbf,3668640.41,3375849.72,2706.7803,"layers=(50, 50)  alpha=0.01  lr=0.01",3847588.85,3349152.42,2956.6914,n_est=73  membros=18,MLP,2189664.834056563,1873572.703792806,1044.0288878900153,69,12,1,SVR,2178924.28,-0.49
759520000,RECURSOS VINCULADOS A FUNDOS - INOVAR-PE,positivos_e_negativos,0,243,18,12,0.0,3288008.09,2370510.29,171.0224,alpha=100.0,3115548.0,2046814.31,89.537,C=1  eps=0.1  kernel=rbf,2751256.55,2067305.39,150.1279,"layers=(50, 50)  alpha=0.01  lr=0.001",2817093.15,1939772.17,92.8017,n_est=73  membros=18,MLP,2722266.593558606,1709314.4874230472,69.10832380334422,69,12,12,MLP,2751256.55,1.06
759530000,RECURSOS VINCULADOS A FUNDOS - FUNPGE,apenas_positivos,0,243,18,1,0.017,2225354.93,1371873.07,50.5282,alpha=10.0,2238472.16,1384821.98,51.6467,C=1  eps=0.1  kernel=rbf,2179955.01,1335744.0,50.3974,"layers=(50, 50)  alpha=0.01  lr=0.01",2172749.73,1342449.21,54.1818,n_est=73  membros=18,MLP,2177663.93832687,1336657.911026223,50.71467781200978,70,12,1,LGBM,2172749.73,-0.23
759540000,RECURSOS VINCULADOS A FUNDOS - FDIMPPE,positivos_e_negativos,0,243,18,6,0.0007,224121.59,76367.26,45.3724,alpha=100.0,238738.76,94420.24,73.1959,C=1  eps=0.1  kernel=rbf,251424.3,91435.78,56.5894,"layers=(50, 50)  alpha=0.01  lr=0.001",228112.86,122157.58,171.5191,n_est=73  membros=18,MLP,226564.4364131916,79291.36059761004,47.90282987903076,70,12,6,Ridge,224121.59,-1.08
759570000,RECURSOS VINCULADOS A FUNDOS - FUNSEG,apenas_positivos,1,123,115,2,0.0,211416.06,169495.34,10.5253,alpha=0.01,354801.17,314421.36,19.9831,C=1  eps=0.1  kernel=rbf,610278.26,574092.35,37.0481,"layers=(100,)  alpha=0.001  lr=0.01",237359.58,199419.94,12.4427,n_est=118  membros=115,SVR,132218.9008571937,101303.261022334,6.555552770263719,65,12,2,Ridge,211416.06,59.9
759590000,RECURSOS VINCULADOS A FUNDOS - FUNREPOL,positivos_e_negativos,1,123,115,1,0.0,561950.11,296390.87,28.927,alpha=0.01,589591.53,433640.66,45.7168,C=1  eps=0.1  kernel=rbf,609863.17,492520.0,53.0782,"layers=(50, 50)  alpha=0.01  lr=0.01",558910.02,302557.38,29.9725,n_est=118  membros=115,LR,554237.8452085046,359119.15677666286,36.770539585720826,58,12,1,LGBM,558910.02,0.84
761000000,RECURSOS VINCULADOS AO FUNDO DE COMBATE E ERRADICAÇÃO DA POBREZA,apenas_positivos,1,123,115,2,0.0,12124898.17,11485827.32,41.0675,alpha=0.01,5593550.63,4511075.1,14.8988,C=1  eps=0.1  kernel=rbf,4686050.73,3725874.63,13.1583,"layers=(100,)  alpha=0.001  lr=0.01",9783662.08,9068118.97,32.8577,n_est=118  membros=115,MLP,4469495.062763208,2519773.1785928835,8.213432044218678,70,12,2,MLP,4686050.73,4.85
799012006,CPRH/ S/A PAULISTA,apenas_positivos,1,123,115,1,0.0,137.89,122.59,22.6394,alpha=0.01,207.85,191.34,35.8014,C=1  eps=0.1  kernel=rbf,294.17,275.88,52.0771,"layers=(50, 50)  alpha=0.01  lr=0.01",174.78,158.21,29.4289,n_est=118  membros=115,ARIMA,170.08241625570162,155.29747525325834,28.96531190902196,39,9,1,Ridge,137.89,-18.93
799012010,CPHR/ PETROQUÍMICASUAPE,positivos_e_negativos,1,123,115,1,0.0,27065.18,21001.46,29.7455,alpha=0.01,32765.05,24774.03,34.3521,C=1  eps=0.1  kernel=rbf,47679.5,36772.3,51.5238,"layers=(50, 50)  alpha=0.01  lr=0.01",23856.64,16825.91,22.7586,n_est=118  membros=115,ARIMA,25069.021317754305,18063.226359777665,24.53926957284269,61,12,1,LGBM,23856.64,-4.84
799012014,CTR IPOJUCA,apenas_positivos,1,123,115,1,0.0,6979.55,6370.62,23.4937,alpha=0.01,13037.87,12220.38,45.5788,C=1  eps=0.1  kernel=rbf,18344.85,16698.23,61.4165,"layers=(50, 50)  alpha=0.01  lr=0.01",7207.82,6508.79,23.9102,n_est=118  membros=115,ARIMA,9822.405213056096,9035.3772239128,33.39134359980169,38,9,1,Ridge,6979.55,-28.94
799012015,TCA 001/2015 - CPRH /MIN,apenas_positivos,1,123,115,10,0.0,18309.63,15522.98,25.3524,alpha=0.01,32002.9,26243.06,37.516,C=1  eps=0.1  kernel=rbf,24520.67,19304.12,27.3646,"layers=(50,)  alpha=0.001  lr=0.01",21275.75,18754.86,29.6849,n_est=118  membros=115,SVR,16021.780851238842,14366.505873009852,27.54514186221525,63,12,10,Ridge,18309.63,14.28
799012016,TCA 003/2015 - ECOPESA AMBIENTAL,apenas_positivos,1,123,115,1,0.0,2069.36,1901.3,48.1801,alpha=0.01,2454.31,2208.87,55.3453,C=1  eps=0.1  kernel=rbf,3289.35,2890.6,71.6115,"layers=(50, 50)  alpha=0.01  lr=0.01",2015.91,1836.4,46.2883,n_est=118  membros=115,MLP,832.2861912614484,686.3204738287405,16.695192742834244,63,12,1,LGBM,2015.91,142.21
799022006,CPRH/MGRBA,apenas_positivos,1,123,115,1,0.0,2246.96,1944.86,27.9023,alpha=0.01,3377.66,2881.34,41.1093,C=1  eps=0.1  kernel=rbf,4852.8,4047.2,57.3247,"layers=(50, 50)  alpha=0.01  lr=0.01",1876.52,1578.47,22.3991,n_est=118  membros=115,MLP,1775.0477597908484,1446.5685747038217,20.44112154182077,63,12,1,LGBM,1876.52,5.72
799022010,CPRH/ SETUR/PE,apenas_positivos,1,123,115,1,0.0,799.59,692.6,28.2254,alpha=0.01,1192.56,1017.64,41.2372,C=1  eps=0.1  kernel=rbf,1715.52,1430.66,57.5451,"layers=(50, 50)  alpha=0.01  lr=0.01",720.79,606.54,24.4501,n_est=118  membros=115,ARIMA,805.9828099438598,687.8008333333333,27.86994450376644,63,12,1,LGBM,720.79,-10.57
799022013,CPRH / L. P. DO PAIVA / COMPESA,apenas_positivos,1,123,115,1,0.0,1491.57,1292.89,28.5389,alpha=0.01,2208.19,1884.89,41.3672,C=1  eps=0.1  kernel=rbf,3180.13,2651.84,57.7593,"layers=(50, 50)  alpha=0.01  lr=0.01",1205.89,1007.99,21.9805,n_est=118  membros=115,ARIMA,1488.319143253556,1270.0875,27.870206090529663,62,12,1,LGBM,1205.89,-18.98
799022014,TCA 001 / 2014 - PETROQUÝMICA SUAPE,apenas_positivos,1,123,115,10,0.0,59989.05,52574.17,42.8095,alpha=0.01,84325.89,79996.03,68.3365,C=1  eps=0.1  kernel=rbf,71027.53,64380.92,53.4002,"layers=(50,)  alpha=0.001  lr=0.01",58093.58,53535.42,44.8774,n_est=118  membros=115,SVR,13476.06410264834,11796.965997997298,10.634848102470102,63,12,10,LGBM,58093.58,331.09
799022016,TCA 002/2015 - SECID,apenas_positivos,1,123,115,1,0.0,6522.34,5811.9,30.2224,alpha=0.01,9281.97,7945.07,40.6351,C=1  eps=0.1  kernel=rbf,13751.84,11609.79,59.1927,"layers=(50, 50)  alpha=0.01  lr=0.01",6098.14,5318.31,27.3967,n_est=118  membros=115,MLP,5229.145650876096,4400.127062077624,22.340180845440276,63,12,1,LGBM,6098.14,16.62
799032013,CPRH / B. ENG. MARANHÒO / COMPESA,apenas_positivos,1,123,115,2,0.0,3514.36,2997.94,23.0976,alpha=0.01,4802.1,4127.63,31.98,C=1  eps=0.1  kernel=rbf,8304.41,7511.39,59.8591,"layers=(100,)  alpha=0.001  lr=0.01",3602.25,3027.75,23.1991,n_est=118  membros=115,ARIMA,3812.082183039552,3241.063603436144,24.93907242566047,63,12,2,Ridge,3514.36,-7.81
799042013,CPRH / B. ENG. PEREIRA / COMPESA,apenas_positivos,1,123,115,10,0.0,6426.01,5626.46,41.9428,alpha=0.01,8825.48,8341.56,65.1007,C=1  eps=0.1  kernel=rbf,7611.31,6879.12,52.1796,"layers=(50,)  alpha=0.001  lr=0.01",6482.29,5948.07,45.545,n_est=118  membros=115,ARIMA,4393.049467816079,3742.692807697873,27.560602543024764,63,12,10,Ridge,6426.01,46.28
799042016,TCA  027/2016  -  BARRAGEM SERRO AZUL,apenas_positivos,1,123,115,1,0.0,34344.2,31050.74,99.0061,alpha=0.01,50866.87,45635.47,98.0924,C=1  eps=0.1  kernel=rbf,60437.19,53298.47,92.5142,"layers=(50, 50)  alpha=0.01  lr=0.01",33284.49,29721.2,106.9192,n_est=118  membros=115,ARIMA,24843.47066827688,20658.073147904342,111.893518071321,68,12,1,LGBM,33284.49,33.98
799052013,CPRH / FIAT,positivos_e_negativos,1,123,115,2,0.0,14985.62,13008.55,28.1678,alpha=0.01,18062.16,15643.39,33.907,C=1  eps=0.1  kernel=rbf,30674.41,27873.39,62.09,"layers=(100,)  alpha=0.001  lr=0.01",16278.59,14601.26,32.1399,n_est=118  membros=115,ARIMA,13735.827230620594,11688.406002215235,25.103228471044524,62,12,2,Ridge,14985.62,9.1
799052016,TCA  059/2016  -  CTR CARUARU,apenas_positivos,1,123,115,1,0.0,1499.55,1458.56,104.9026,alpha=0.01,809.67,733.9,53.3414,C=1  eps=0.1  kernel=rbf,867.83,825.88,58.973,"layers=(50, 50)  alpha=0.01  lr=0.01",1196.53,1066.16,73.6867,n_est=118  membros=115,LR,82.02671543084996,62.65796092609225,4.325537752575369,39,9,1,SVR,809.67,887.08
799062013,CPRH / RNEST / PETROBRSSS,positivos_e_negativos,1,123,115,1,0.0,746990.73,674560.6,31.3863,alpha=0.01,1095747.35,945491.63,43.2081,C=1  eps=0.1  kernel=rbf,1673704.89,1411986.86,64.1591,"layers=(50, 50)  alpha=0.01  lr=0.01",447791.63,392655.09,18.0739,n_est=118  membros=115,MLP,509707.8458679881,429521.5094434768,19.56204585865206,64,12,1,LGBM,447791.63,-12.15
799062016,ATERRO SANITSSRIO DE CARUARU - TCA   063/2016,apenas_positivos,1,123,115,1,0.0,367.55,327.27,21.6791,alpha=0.01,656.55,609.56,41.0461,C=1  eps=0.1  kernel=rbf,1011.15,955.07,64.8832,"layers=(50, 50)  alpha=0.01  lr=0.01",367.57,326.7,21.6516,n_est=118  membros=115,MLP,438.9171892563377,392.32797572105466,26.010490465093657,39,9,1,Ridge,367.55,-16.26
799072013,CPRH/CTR PETROLINA,positivos_e_negativos,1,123,115,1,0.0,218.86,180.98,25.6584,alpha=0.01,324.35,260.25,36.4172,C=1  eps=0.1  kernel=rbf,466.91,371.64,52.0655,"layers=(50, 50)  alpha=0.01  lr=0.01",195.92,155.24,21.6351,n_est=118  membros=115,ARIMA,206.78658575932823,165.3716666666667,23.178106760135588,58,12,1,LGBM,195.92,-5.25
799102013,CPRH/ESTALEIRO PROMAR,apenas_positivos,1,123,115,1,0.0,13306.46,12530.07,53.2508,alpha=0.01,15498.95,14611.86,62.1375,C=1  eps=0.1  kernel=rbf,19436.01,17881.56,75.1951,"layers=(50, 50)  alpha=0.01  lr=0.01",13143.61,12407.19,52.7981,n_est=118  membros=115,LR,4977.137053882782,4313.123709590544,17.660973471653307,63,12,1,LGBM,13143.61,164.08
799112013,CPRH / B. BREJÂO / SRHE,apenas_positivos,1,123,115,1,0.0,215.97,208.39,47669.731,alpha=0.01,72.93,62.01,13801.2857,C=1  eps=0.1  kernel=rbf,71.71,70.55,16359.4417,"layers=(50, 50)  alpha=0.01  lr=0.01",21.62,20.52,4669.4436,n_est=118  membros=115,MLP,0.0491750070955442,0.0420270247322201,9.33983837961491,25,6,1,LGBM,21.62,43865.42
799122013,CONTORNO DO CABO / SUAPE,apenas_positivos,1,123,115,1,0.0,9508.16,7388.93,33.8323,alpha=0.01,11733.29,9457.38,43.6811,C=1  eps=0.1  kernel=rbf,15672.34,13010.91,61.2341,"layers=(50, 50)  alpha=0.01  lr=0.01",9252.31,7098.31,32.1963,n_est=118  membros=115,MLP,8334.73875144023,6019.987526010283,26.54938632185047,63,12,1,LGBM,9252.31,11.01
799662005,CPRH / CAMARGO CORREIA,positivos_e_negativos,1,123,115,1,0.0,15825.53,8496.87,38.8236,alpha=0.01,19173.78,11753.56,54.3687,C=1  eps=0.1  kernel=rbf,19831.61,13460.49,67.9164,"layers=(50, 50)  alpha=0.01  lr=0.01",19007.26,10809.34,46.222,n_est=118  membros=115,ARIMA,17728.072605156136,8349.71978127224,30.2606088216326,62,12,1,Ridge,15825.53,-10.73
799812005,CPRH/BRAVEL,apenas_positivos,1,123,115,10,0.0,5493.1,4942.42,49.1712,alpha=0.01,8045.31,7710.42,79.9339,C=1  eps=0.1  kernel=rbf,6573.17,6118.89,62.0763,"layers=(50,)  alpha=0.001  lr=0.01",6310.82,5950.87,61.005,n_est=118  membros=115,ARIMA,3737.658751208822,3107.9766741771987,29.81907202402367,62,12,10,Ridge,5493.1,46.97
800000000,RECURSOS VINCULADOS AO RPPS - FUNDO EM CAPITALIZAÇÃO (PLANO PREVIDENCIÁRIO),apenas_positivos,1,123,115,2,0.0,14677827.49,13784537.17,41.2406,alpha=0.01,18240561.99,17236118.4,51.8564,C=1  eps=0.1  kernel=rbf,24374375.73,23382153.77,70.9932,"layers=(100,)  alpha=0.001  lr=0.01",14914610.48,14191849.7,42.8142,n_est=118  membros=115,ARIMA,8396442.200140517,7867100.116531968,23.61866002807928,54,12,2,Ridge,14677827.49,74.81
801000000,RECURSOS VINCULADOS AO RPPS - FUNDO EM REPARTIÇÃO (PLANO FINANCEIRO),apenas_positivos,1,123,115,12,0.0,245080568.14,229580260.36,91.8258,alpha=0.01,238406370.68,222984180.12,88.7743,C=1  eps=0.1  kernel=rbf,344434609.98,313807943.96,125.9569,"layers=(100, 50)  alpha=0.01  lr=0.001",106867718.21,102731516.76,39.7761,n_est=118  membros=115,MLP,58465572.473126896,33740718.1326601,10.729136885295684,70,12,12,LGBM,106867718.21,82.79
803000000,RECURSOS VINCULADOS AO SISTEMA DE PROTEÇÃO SOCIAL DOS MILITARES (SPSM),apenas_positivos,0,243,18,12,0.0079,10337864.46,8815117.83,21.9132,alpha=100.0,10253602.55,5836685.0,12.5185,C=1  eps=0.1  kernel=rbf,10334830.64,6633695.11,15.5697,"layers=(50, 50)  alpha=0.01  lr=0.001",8580053.53,5962617.94,13.9863,n_est=73  membros=18,SVR,9243874.243699774,5622994.726189115,12.458659588304029,70,12,12,LGBM,8580053.53,-7.18
